Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,SalePrice
571,TA,TA,No,LwQ,231,Unf,0,1497,1728,0,0,2,0,6,2,TA,10,Detchd,1987.0,Unf,2,576,TA,TA,142600
572,TA,TA,No,BLQ,414,Unf,0,450,864,1,0,1,0,2,1,Gd,4,Attchd,1959.0,Unf,1,288,TA,TA,120000
573,Ex,TA,Av,Unf,0,Unf,0,846,846,0,0,2,1,3,1,Gd,6,Attchd,2009.0,RFn,2,650,TA,TA,224500
574,Gd,TA,No,Unf,0,Unf,0,384,384,0,0,2,1,3,1,TA,8,BuiltIn,2000.0,RFn,2,400,TA,TA,170000
575,TA,TA,Av,ALQ,349,Unf,0,23,372,0,1,1,0,3,1,TA,5,BuiltIn,1971.0,Unf,1,288,TA,TA,139000
576,TA,TA,No,Rec,442,Unf,0,390,832,0,0,1,0,2,1,TA,6,Detchd,1947.0,Unf,1,336,TA,TA,118500
577,TA,TA,No,Unf,0,Unf,0,861,861,0,1,2,0,3,1,TA,6,Detchd,1928.0,Unf,1,216,TA,TA,145000
578,TA,TA,Av,LwQ,328,ALQ,551,285,1164,1,0,1,0,3,1,TA,6,Attchd,1966.0,RFn,2,564,TA,TA,164500
579,Gd,TA,No,Unf,0,Unf,0,689,689,0,0,2,0,2,1,Gd,5,Detchd,2007.0,Unf,2,540,TA,TA,146000
580,TA,TA,No,Unf,0,Unf,0,1050,1050,0,0,2,0,4,1,TA,7,Attchd,1954.0,Unf,1,352,Fa,TA,131500
581,TA,TA,No,BLQ,594,Rec,219,331,1144,0,1,1,0,3,1,Gd,7,Attchd,1960.0,Unf,2,572,TA,TA,181900
582,Ex,TA,No,Unf,0,Unf,0,2042,2042,0,0,2,1,3,1,Ex,8,Attchd,2009.0,RFn,3,1390,TA,TA,253293
583,Gd,TA,Av,GLQ,816,Unf,0,0,816,1,0,1,0,3,1,TA,5,,,,0,0,,,118500
584,TA,TA,No,Unf,0,Unf,0,1237,1237,0,0,3,1,3,1,Gd,9,Detchd,1988.0,Unf,2,880,Gd,TA,325000
585,TA,TA,No,Unf,0,Unf,0,884,884,0,0,1,0,3,1,Gd,6,Detchd,1935.0,Unf,1,240,TA,TA,133000
586,Ex,TA,Gd,GLQ,1460,Unf,0,408,1868,1,0,2,0,2,1,Gd,7,Attchd,2005.0,RFn,3,880,TA,TA,369900
587,TA,Gd,Mn,Rec,210,ALQ,606,0,816,1,0,1,0,2,1,Fa,5,Detchd,1961.0,Fin,1,275,TA,TA,130000
588,TA,TA,Av,ALQ,672,Unf,0,168,840,1,0,1,0,2,1,TA,4,Detchd,1996.0,Unf,2,528,TA,TA,137000
589,TA,TA,Gd,GLQ,1324,Unf,0,113,1437,2,0,1,0,1,1,Ex,5,Attchd,1968.0,Unf,1,452,TA,TA,143000
590,TA,TA,No,Unf,0,Unf,0,742,742,0,0,1,0,2,1,TA,4,Detchd,1988.0,Unf,1,308,TA,TA,79500
591,Gd,TA,No,GLQ,490,Unf,0,280,770,0,0,2,1,3,1,Gd,6,Attchd,2004.0,RFn,2,520,TA,TA,185900
592,Ex,TA,Gd,GLQ,1338,Unf,0,384,1722,1,0,2,1,3,1,Ex,10,BuiltIn,2008.0,RFn,3,842,TA,TA,451950
593,TA,Gd,No,GLQ,816,Unf,0,0,816,1,0,1,0,2,1,TA,4,Detchd,1985.0,Fin,2,816,TA,TA,138000
594,Gd,TA,Av,GLQ,685,Unf,0,163,848,1,0,1,0,1,1,Gd,4,Attchd,2003.0,Fin,2,420,TA,TA,140000
595,Gd,TA,No,Unf,0,Unf,0,924,924,0,0,1,0,3,1,TA,5,Detchd,1981.0,Unf,1,280,TA,TA,110000
596,Gd,TA,Gd,GLQ,1422,Unf,0,392,1814,1,0,2,0,3,1,Gd,7,Attchd,2005.0,Fin,3,758,TA,TA,319000
597,TA,TA,No,Unf,0,Unf,0,684,684,0,0,1,0,3,1,TA,7,Detchd,1930.0,Unf,1,216,TA,Fa,114504
598,Ex,TA,Av,Unf,0,Unf,0,1258,1258,0,2,0,2,2,1,Gd,7,Attchd,2006.0,Fin,3,648,TA,TA,194201
599,Gd,TA,Mn,ALQ,1283,LwQ,147,0,1430,1,0,2,0,3,1,Gd,7,Attchd,1977.0,Fin,2,621,TA,TA,217500
600,Gd,TA,No,LwQ,81,GLQ,612,23,716,1,0,2,1,3,1,TA,6,Attchd,1980.0,Fin,2,452,TA,TA,151000
601,Gd,TA,Av,GLQ,546,Unf,0,512,1058,1,0,2,1,3,1,Ex,8,BuiltIn,2003.0,Fin,2,736,TA,TA,275000
602,TA,TA,No,Unf,0,Unf,0,780,780,0,0,1,1,3,1,Gd,6,Detchd,1979.0,Unf,1,544,TA,TA,141000
603,Gd,TA,Mn,GLQ,789,Unf,0,119,908,1,0,2,1,3,1,Gd,8,Attchd,1992.0,Fin,2,506,TA,TA,220000
604,Gd,TA,No,Unf,0,Unf,0,600,600,0,0,2,1,2,1,Gd,4,Detchd,2004.0,RFn,2,480,TA,TA,151000
605,Gd,TA,Mn,GLQ,922,Unf,0,572,1494,1,0,2,0,3,1,Gd,6,Attchd,2002.0,RFn,2,530,TA,TA,221000
606,TA,TA,No,BLQ,454,Unf,0,314,768,0,0,2,1,3,1,TA,7,Attchd,1965.0,Unf,2,486,TA,TA,205000
607,Gd,TA,No,GLQ,732,Unf,0,308,1040,1,0,1,0,3,1,Gd,6,Detchd,2000.0,Unf,2,576,TA,TA,152000
608,TA,Gd,No,GLQ,603,Unf,0,293,896,1,0,3,0,3,1,Ex,8,Attchd,1948.0,Unf,1,230,TA,TA,225000
609,Gd,TA,Mn,BLQ,428,Unf,0,537,965,0,0,2,1,4,1,TA,10,Basment,1934.0,Unf,2,380,TA,TA,359100
610,TA,TA,Mn,Rec,903,Unf,0,126,1029,1,0,1,0,3,1,TA,5,Attchd,1961.0,Unf,1,261,TA,TA,118500
611,Ex,TA,Mn,GLQ,904,Unf,0,536,1440,1,0,2,1,3,1,Ex,8,Attchd,2000.0,Fin,3,736,TA,TA,313000
612,Gd,TA,Av,ALQ,605,Unf,0,427,1032,0,1,2,0,3,1,TA,6,Attchd,1978.0,Unf,2,564,TA,TA,148000
613,Gd,TA,Av,GLQ,990,Unf,0,309,1299,1,0,2,1,3,1,Ex,7,BuiltIn,2001.0,RFn,2,531,TA,TA,261500
614,Gd,TA,No,ALQ,206,Unf,0,914,1120,0,0,1,0,3,1,TA,6,,,,0,0,,,147000
615,Gd,TA,Av,LwQ,150,GLQ,480,0,630,1,0,1,0,1,1,TA,3,,,,0,0,,,75500
616,TA,TA,Gd,GLQ,763,Unf,0,173,936,1,0,1,0,3,1,Gd,6,Attchd,1963.0,RFn,2,480,TA,TA,137500
617,Gd,TA,No,GLQ,457,Unf,0,326,783,1,0,2,1,3,1,Gd,7,Attchd,2002.0,Fin,2,393,TA,TA,183200
618,TA,TA,No,Unf,0,Unf,0,832,832,0,0,1,0,2,1,Gd,4,Detchd,1962.0,Unf,2,528,TA,TA,105500
619,Ex,TA,Av,GLQ,48,Unf,0,1774,1822,0,0,2,0,3,1,Gd,9,Attchd,2007.0,Unf,3,774,TA,TA,314813
620,Gd,TA,Gd,GLQ,871,Unf,0,611,1482,1,0,2,1,4,1,Gd,10,Attchd,2003.0,Fin,3,749,TA,TA,305000
621,TA,TA,No,BLQ,41,Unf,0,823,864,1,0,1,0,2,1,TA,5,,,,0,0,,,67000
622,TA,TA,No,ALQ,956,Rec,182,384,1522,0,0,2,1,4,1,TA,9,Attchd,1974.0,RFn,2,624,TA,TA,240000
623,TA,TA,No,BLQ,560,Unf,0,420,980,0,0,1,0,3,1,TA,6,Detchd,1986.0,Unf,2,484,TA,TA,135000
624,Gd,TA,No,GLQ,420,Unf,0,336,756,0,0,2,1,2,1,Gd,4,Detchd,2000.0,Unf,2,440,TA,TA,168500
625,TA,TA,No,Rec,247,Unf,0,485,732,1,0,1,2,4,1,TA,8,Attchd,1972.0,RFn,2,484,TA,TA,165150
626,TA,TA,No,Unf,0,Unf,0,1116,1116,0,0,1,1,3,1,TA,5,Attchd,1962.0,Unf,2,440,TA,TA,160000
627,TA,TA,No,Unf,0,Unf,0,978,978,0,0,1,0,3,1,TA,6,Attchd,1960.0,RFn,1,286,TA,TA,139900
628,TA,TA,Av,BLQ,674,LwQ,132,350,1156,1,0,1,0,3,1,TA,7,Basment,1955.0,RFn,1,364,TA,TA,153000
629,Gd,TA,Av,Rec,650,Unf,0,390,1040,0,1,1,2,5,1,Fa,9,Attchd,1969.0,Unf,2,504,TA,TA,135000
630,TA,TA,Gd,GLQ,624,Rec,336,288,1248,1,0,1,1,3,1,TA,6,Attchd,1964.0,RFn,2,520,TA,TA,168500
631,Fa,Fa,No,Unf,0,Unf,0,636,636,0,0,1,0,3,1,Ex,8,Detchd,1937.0,Unf,1,240,Fa,Po,124000
632,Gd,Gd,Mn,GLQ,24,Unf,0,1530,1554,0,0,2,0,2,1,Gd,6,Attchd,2006.0,RFn,2,627,TA,TA,209500
633,TA,TA,No,ALQ,822,Unf,0,564,1386,0,0,2,0,3,1,TA,6,Attchd,1977.0,Fin,2,544,TA,TA,82500
634,TA,TA,No,BLQ,480,LwQ,468,108,1056,0,1,1,0,3,1,TA,6,Attchd,1954.0,Unf,1,260,TA,TA,139400
635,TA,TA,No,GLQ,1056,Unf,0,0,1056,2,0,0,0,0,2,TA,4,Detchd,1980.0,Unf,2,576,TA,TA,144000
636,TA,Fa,No,LwQ,256,Unf,0,1184,1440,0,0,2,0,8,2,Fa,14,,,,0,0,,,200000
637,TA,Fa,No,Unf,0,Unf,0,264,264,0,0,1,0,1,1,Fa,4,,,,0,0,,,60000
638,TA,TA,No,Unf,0,Unf,0,811,811,0,0,2,0,3,2,Gd,7,BuiltIn,1954.0,Unf,1,256,TA,TA,93000
639,Fa,TA,No,Unf,0,Unf,0,796,796,0,0,1,0,2,1,TA,4,,,,0,0,,,85000
640,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,1,0,2,0,1,1,Ex,7,Attchd,2006.0,Fin,3,648,TA,TA,264561
641,Ex,TA,Gd,GLQ,1218,Unf,0,300,1518,0,0,1,1,1,1,Ex,6,Attchd,2003.0,RFn,2,588,TA,TA,274000
642,Gd,TA,No,GLQ,738,Unf,0,319,1057,1,0,2,1,3,1,Gd,7,Attchd,2001.0,Fin,2,650,TA,TA,226000
643,Gd,TA,Gd,GLQ,1410,Unf,0,542,1952,1,0,2,1,4,1,Ex,9,Attchd,1972.0,Fin,2,538,TA,TA,345000
644,TA,TA,No,Rec,493,BLQ,287,0,780,0,0,2,1,4,1,TA,7,Attchd,1969.0,Fin,2,462,TA,TA,152000
645,Ex,TA,Mn,GLQ,1121,Unf,0,645,1766,1,0,2,1,2,1,Ex,7,Attchd,2009.0,Fin,3,478,TA,TA,370878
646,TA,TA,No,ALQ,282,LwQ,35,664,981,1,0,1,1,3,1,TA,5,Detchd,1979.0,Unf,2,576,TA,TA,143250
647,,,,,0,,0,0,0,0,0,1,0,3,1,TA,7,Detchd,1950.0,Unf,2,420,TA,TA,98300
648,TA,TA,Mn,Rec,500,Unf,0,594,1094,0,0,1,0,3,1,TA,5,Attchd,1953.0,RFn,2,495,TA,TA,155000
649,TA,TA,No,Unf,0,Unf,0,756,756,0,0,1,1,4,1,TA,7,Attchd,1966.0,Unf,2,442,TA,TA,155000
650,Gd,TA,Av,BLQ,131,GLQ,499,0,630,1,0,1,0,1,1,TA,3,,,,0,0,,,84500
651,Gd,TA,No,Unf,0,Unf,0,813,813,0,0,2,1,3,1,Gd,7,Attchd,2007.0,RFn,2,562,TA,TA,205950
652,TA,TA,Mn,Unf,0,Unf,0,755,755,1,0,1,0,4,1,TA,7,Detchd,1940.0,Unf,1,296,Fa,Po,108000
653,Gd,TA,No,Unf,0,Unf,0,880,880,0,0,2,1,2,1,Gd,7,Attchd,1996.0,RFn,2,512,TA,TA,191000
654,TA,TA,No,Unf,0,Unf,0,756,756,0,0,1,0,3,1,TA,7,Detchd,1906.0,Unf,1,216,TA,TA,135000
655,Gd,TA,Gd,GLQ,1696,Unf,0,413,2109,1,0,2,1,2,1,Gd,7,Attchd,1995.0,Fin,3,839,TA,TA,350000
656,TA,TA,No,Unf,0,Unf,0,525,525,0,0,1,1,3,1,TA,6,Detchd,1971.0,Unf,1,264,TA,TA,88000
657,TA,TA,No,ALQ,806,Unf,0,247,1053,1,0,1,1,3,1,Gd,5,Attchd,1959.0,RFn,1,312,TA,TA,145500
658,Gd,TA,No,Unf,0,Unf,0,776,776,0,0,1,1,3,1,TA,6,Attchd,1931.0,RFn,1,270,TA,TA,149000
659,TA,TA,No,Unf,0,Unf,0,912,912,0,1,1,0,3,1,TA,6,Attchd,1948.0,Unf,1,330,TA,TA,97500
660,TA,TA,No,BLQ,637,Unf,0,849,1486,1,0,1,0,3,1,TA,7,Detchd,1968.0,Fin,2,480,TA,TA,167000
661,Gd,TA,No,Unf,0,Unf,0,793,793,0,0,2,1,3,1,TA,7,Attchd,1976.0,RFn,2,550,TA,TA,197900
662,Gd,Gd,No,GLQ,1361,Rec,180,88,1629,1,0,2,1,4,1,Gd,8,Attchd,1994.0,RFn,3,711,TA,TA,402000
663,Fa,Fa,No,Unf,0,Unf,0,1392,1392,1,0,1,0,2,1,TA,5,Attchd,1968.0,RFn,2,576,TA,TA,110000
664,Gd,TA,Av,BLQ,920,Rec,180,38,1138,1,0,2,0,3,1,TA,6,Detchd,1974.0,RFn,2,588,TA,TA,137500
665,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077,1,0,1,1,1,1,Ex,8,Attchd,2005.0,Fin,3,1134,TA,TA,423000
666,Gd,TA,No,Unf,0,Unf,0,1406,1406,0,0,2,1,3,1,Gd,7,Attchd,2000.0,RFn,2,504,TA,TA,230500
667,Gd,TA,No,LwQ,187,Rec,723,111,1021,0,0,2,1,3,1,TA,7,CarPort,1965.0,Unf,2,596,TA,TA,129000
668,Gd,TA,No,GLQ,1138,Unf,0,270,1408,1,0,2,0,3,1,Gd,7,Attchd,1994.0,RFn,2,575,TA,TA,193500
669,TA,TA,No,Rec,988,Unf,0,200,1188,1,0,1,1,3,1,TA,6,Detchd,1999.0,Unf,2,576,TA,TA,168000
670,Fa,TA,No,Unf,0,Unf,0,700,700,0,0,1,0,2,1,Fa,5,Detchd,1922.0,Unf,1,252,TA,Fa,137500
671,Gd,TA,No,GLQ,193,Unf,0,545,738,1,0,2,1,3,1,Gd,7,Attchd,2005.0,Fin,2,540,TA,TA,173500
672,TA,TA,No,BLQ,551,Unf,0,121,672,1,0,2,0,3,1,TA,6,Detchd,1930.0,Unf,1,300,TA,TA,103600
673,Gd,TA,No,ALQ,767,Unf,0,441,1208,1,0,1,1,3,1,TA,6,Attchd,1977.0,RFn,2,546,TA,TA,165000
674,TA,TA,No,GLQ,1186,Unf,0,291,1477,1,0,2,0,3,1,Gd,7,Attchd,1957.0,Fin,2,416,TA,TA,257500
675,TA,TA,No,Rec,892,Unf,0,244,1136,1,0,1,0,3,1,TA,5,Attchd,1965.0,RFn,1,384,TA,TA,140000
676,TA,TA,No,ALQ,311,Unf,0,544,855,0,0,2,1,3,1,TA,7,Attchd,1978.0,Unf,2,440,TA,TA,148500
677,TA,Fa,No,Unf,0,Unf,0,1095,1095,1,0,2,0,4,2,TA,8,2Types,1920.0,Unf,3,779,Fa,Fa,87000
678,TA,TA,No,Unf,0,Unf,0,768,768,0,0,1,0,2,1,Gd,5,Detchd,1924.0,Unf,1,240,Fa,Fa,109500
679,Ex,TA,Mn,Unf,0,Unf,0,2046,2046,0,0,2,1,3,1,Gd,7,Attchd,2008.0,Fin,3,834,TA,TA,372500
680,TA,TA,No,Rec,827,Unf,0,161,988,1,0,1,0,3,1,TA,5,Detchd,1963.0,Unf,2,572,TA,TA,128500
681,Gd,TA,No,BLQ,543,BLQ,119,261,923,0,0,2,0,2,1,TA,5,Attchd,1980.0,RFn,1,264,TA,TA,143000
682,TA,TA,No,Rec,182,Unf,0,611,793,0,0,1,0,3,1,TA,6,Detchd,1968.0,Unf,1,281,TA,TA,159434
683,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,1,0,1,0,2,1,Gd,6,Attchd,1996.0,Unf,2,431,TA,TA,173000
684,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,1,0,2,0,3,1,Gd,7,Attchd,2002.0,Fin,3,702,TA,TA,285000
685,Gd,TA,No,Unf,0,Unf,0,1195,1195,0,0,2,1,4,1,TA,7,Attchd,1998.0,Fin,2,486,TA,TA,221000
686,Gd,TA,Mn,GLQ,828,LwQ,182,180,1190,1,0,2,0,3,1,Gd,6,Attchd,1984.0,Fin,2,577,TA,TA,207500
687,Gd,TA,No,Unf,0,Unf,0,874,874,0,0,3,0,3,1,Gd,7,Attchd,2007.0,Fin,2,578,TA,TA,227875
688,Gd,TA,No,GLQ,239,Unf,0,312,551,0,0,2,1,2,1,Gd,4,Detchd,2004.0,Unf,2,480,TA,TA,148800
689,Gd,TA,Av,GLQ,945,Unf,0,474,1419,1,0,2,0,2,1,Gd,7,Attchd,2007.0,RFn,2,567,TA,TA,392000
690,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,0,0,2,0,2,1,Gd,6,Attchd,2005.0,RFn,2,460,TA,TA,194700
691,Gd,TA,Gd,GLQ,697,Unf,0,151,848,1,0,1,0,1,1,Gd,3,Attchd,2004.0,RFn,2,420,TA,TA,141000
692,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,0,1,3,1,4,1,Ex,10,Attchd,1994.0,Fin,3,832,TA,TA,755000
693,Gd,TA,Gd,GLQ,965,Unf,0,245,1210,1,0,2,1,4,1,Gd,9,Attchd,1989.0,RFn,2,628,TA,TA,335000
694,TA,TA,No,Unf,0,Unf,0,1073,1073,0,0,1,0,2,1,TA,4,Detchd,1968.0,Unf,1,326,TA,TA,108480
695,TA,TA,No,Unf,0,Unf,0,927,927,0,0,1,1,3,1,TA,5,Detchd,1995.0,Unf,2,576,TA,TA,141500
696,Gd,Gd,No,GLQ,980,LwQ,40,92,1112,1,0,2,0,2,1,Gd,5,Attchd,1987.0,Unf,2,551,TA,TA,176000
697,TA,TA,No,LwQ,616,Unf,0,0,616,0,0,1,0,2,1,TA,4,Detchd,1921.0,Unf,1,205,TA,TA,89000
698,Ex,Gd,Mn,LwQ,210,ALQ,551,219,980,0,1,1,0,2,1,TA,6,Detchd,1952.0,Unf,1,308,TA,TA,123500
699,TA,TA,No,GLQ,553,BLQ,117,224,894,1,0,1,0,3,1,TA,5,Detchd,1973.0,Unf,1,336,TA,TA,138500
700,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,0,0,2,0,2,1,Gd,5,Attchd,2004.0,RFn,2,530,TA,TA,196000
701,Ex,TA,Gd,GLQ,1274,Unf,0,526,1800,1,0,2,0,3,1,Gd,7,Attchd,2002.0,Fin,3,765,TA,TA,312500
702,TA,TA,No,Unf,0,Unf,0,1164,1164,0,0,1,1,3,1,TA,6,Attchd,1969.0,Unf,2,528,TA,TA,140000
703,Ex,Gd,No,Unf,0,Unf,0,1234,1234,0,0,2,1,4,1,Ex,10,BuiltIn,2006.0,Fin,3,666,TA,TA,361919
704,Gd,TA,No,Unf,0,Unf,0,360,360,0,0,2,0,4,2,Gd,8,Detchd,1999.0,Unf,2,672,TA,TA,140000
705,Gd,TA,Av,GLQ,712,Unf,0,761,1473,1,0,2,0,3,1,Gd,7,Attchd,2004.0,RFn,2,606,TA,TA,213000
706,,,,,0,,0,0,0,0,0,2,0,3,2,Fa,7,,,,0,0,,,55000
707,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,1,0,2,0,2,1,Gd,5,Attchd,1971.0,Unf,2,739,TA,TA,302000
708,Gd,TA,No,GLQ,863,Unf,0,461,1324,1,0,2,0,2,1,Gd,6,Attchd,2006.0,Fin,2,550,TA,TA,254000
709,Gd,TA,Av,Unf,0,Unf,0,728,728,0,0,2,1,3,1,Gd,8,Attchd,2007.0,Fin,2,400,TA,TA,179540
710,TA,TA,No,Unf,0,Unf,0,876,876,0,0,1,0,3,1,TA,6,Attchd,1966.0,Unf,1,408,TA,TA,109900
711,TA,TA,No,Unf,0,Unf,0,270,270,0,0,1,0,2,1,TA,5,,,,0,0,,,52000
712,TA,TA,Mn,Unf,0,Unf,0,859,859,0,0,1,0,2,1,TA,7,Detchd,1964.0,RFn,1,384,TA,TA,102776
713,Gd,TA,Mn,GLQ,767,Unf,0,461,1228,1,0,2,0,2,1,Gd,5,Attchd,1988.0,Fin,2,472,TA,TA,189000
714,TA,TA,Av,ALQ,789,Unf,0,171,960,1,0,1,0,3,1,TA,6,Detchd,1970.0,Unf,2,576,TA,TA,129000
715,TA,TA,No,GLQ,533,Unf,0,192,725,0,0,2,1,3,1,Gd,6,Attchd,1976.0,RFn,2,475,TA,TA,130500
716,Gd,TA,No,Unf,0,Unf,0,1064,1064,0,0,2,0,3,1,TA,7,Attchd,1974.0,RFn,2,478,TA,TA,165000
717,TA,TA,No,Unf,0,Unf,0,718,718,0,0,1,1,3,1,TA,8,Detchd,1996.0,Unf,2,704,TA,TA,159500
718,Gd,TA,No,BLQ,1084,Unf,0,92,1176,0,1,1,1,3,1,Gd,5,Attchd,1973.0,Unf,2,439,TA,TA,157000
719,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,1,0,2,1,3,1,Gd,9,Attchd,1993.0,RFn,3,983,TA,TA,341000
720,Gd,TA,Gd,ALQ,523,Unf,0,448,971,0,0,1,1,3,1,TA,5,Attchd,1969.0,Unf,1,300,TA,TA,128500
721,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,1,0,2,0,2,1,Gd,5,Attchd,1985.0,RFn,2,564,TA,TA,275000
722,Gd,TA,Av,GLQ,662,Unf,0,186,848,1,0,1,0,1,1,Gd,3,Attchd,2004.0,RFn,2,420,TA,TA,143000
723,TA,TA,No,ALQ,191,Unf,0,673,864,0,0,1,0,3,1,TA,5,Detchd,1994.0,Unf,2,463,TA,TA,124500
724,TA,TA,No,Unf,0,Unf,0,941,941,0,0,2,0,4,1,TA,7,Detchd,1958.0,Unf,1,548,TA,TA,135000
725,Ex,TA,No,GLQ,1234,Unf,0,464,1698,1,0,2,0,3,1,Ex,8,Attchd,2007.0,Fin,3,768,TA,TA,320000
726,TA,TA,No,ALQ,375,BLQ,239,250,864,0,0,1,0,3,1,Gd,5,Detchd,1989.0,Unf,2,660,TA,TA,120500
727,Gd,TA,No,GLQ,808,Unf,0,72,880,1,0,2,0,3,1,Gd,5,Attchd,1988.0,Fin,2,540,TA,TA,222000
728,Gd,TA,Av,GLQ,724,Unf,0,508,1232,1,0,2,0,2,1,Gd,6,Attchd,2007.0,RFn,2,632,TA,TA,194500
729,TA,TA,No,Unf,0,Unf,0,1584,1584,1,0,2,0,4,2,TA,9,Detchd,1968.0,Unf,3,888,TA,TA,110000
730,TA,TA,No,BLQ,152,Unf,0,628,780,0,0,1,0,2,1,TA,5,Detchd,1962.0,Unf,2,539,TA,TA,103000
731,Gd,TA,No,GLQ,1180,Unf,0,415,1595,1,0,2,0,2,1,Gd,5,Attchd,1995.0,RFn,2,608,TA,TA,236500
732,Ex,TA,Av,GLQ,786,Unf,0,82,868,1,0,2,0,3,1,Gd,6,Attchd,2003.0,Fin,2,438,TA,TA,187500
733,Gd,TA,Av,ALQ,252,Unf,0,901,1153,0,0,2,1,3,1,Gd,8,Attchd,1998.0,Fin,2,541,TA,TA,222500
734,TA,TA,No,BLQ,594,Unf,0,270,864,1,0,1,0,3,1,TA,6,Attchd,1961.0,RFn,1,264,TA,TA,131400
735,TA,TA,No,Unf,0,Unf,0,948,948,0,0,1,0,3,1,TA,6,Attchd,1968.0,Unf,1,300,TA,TA,108000
736,Gd,TA,Mn,Rec,390,Unf,0,490,880,0,0,1,1,2,1,TA,6,Detchd,1914.0,Unf,2,320,TA,TA,163000
737,,,,,0,,0,0,0,0,0,2,0,2,2,TA,6,Detchd,1949.0,Unf,2,400,TA,TA,93500
738,Gd,TA,No,Unf,0,Unf,0,893,893,0,0,2,1,3,1,Gd,8,Attchd,2005.0,Fin,3,800,TA,TA,239900
739,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,3,0,3,0,3,1,TA,5,,,,0,0,,,179000
740,Gd,TA,No,Unf,0,Unf,0,864,864,0,0,2,1,3,1,Gd,7,Attchd,2004.0,RFn,2,572,TA,TA,190000
741,Fa,Fa,No,Unf,0,Unf,0,264,264,0,0,2,0,2,1,TA,7,Detchd,1910.0,Unf,2,360,TA,Gd,132000
742,TA,TA,Mn,GLQ,832,Unf,0,80,912,1,1,1,0,3,1,Gd,5,Detchd,1962.0,Unf,1,288,TA,TA,142000
743,Gd,TA,No,Unf,0,Unf,0,1349,1349,0,0,2,0,3,1,TA,6,Attchd,2000.0,Unf,2,539,TA,TA,179000
744,Gd,TA,Av,ALQ,444,Unf,0,76,520,0,1,2,0,3,1,TA,6,Attchd,1997.0,RFn,2,480,TA,TA,175000
745,Gd,TA,No,GLQ,733,Unf,0,604,1337,1,0,2,0,2,1,Gd,5,Attchd,1993.0,RFn,2,462,TA,TA,180000
746,TA,Gd,No,GLQ,575,ALQ,80,487,1142,0,1,3,1,4,1,Gd,11,BuiltIn,1994.0,Fin,2,831,TA,TA,299800
747,Gd,TA,No,GLQ,300,Unf,0,652,952,0,0,2,1,4,1,Gd,8,BuiltIn,2000.0,Fin,2,554,TA,TA,236000
748,TA,Fa,No,Unf,0,Unf,0,1240,1240,0,0,1,1,4,1,Gd,8,Detchd,1950.0,Unf,4,864,TA,TA,265979
749,Gd,TA,No,GLQ,919,Unf,0,801,1720,1,0,2,0,3,1,Gd,7,Attchd,1996.0,Fin,2,527,TA,TA,260400
750,,,,,0,,0,0,0,0,0,2,0,4,1,TA,9,Detchd,1945.0,Unf,1,240,TA,TA,98000
751,TA,Fa,No,Unf,0,Unf,0,576,576,0,0,1,0,3,1,TA,7,,,,0,0,,,96500
752,Gd,TA,No,Unf,0,Unf,0,660,660,0,0,2,1,3,1,Gd,6,Attchd,2003.0,Fin,2,400,TA,TA,162000
753,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,1,0,2,0,3,1,Gd,6,Attchd,1997.0,RFn,2,576,TA,TA,217000
754,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,0,0,2,1,3,1,Ex,8,Attchd,2005.0,RFn,3,878,TA,TA,275500
755,TA,TA,No,GLQ,439,LwQ,472,115,1026,1,0,1,0,3,1,Gd,5,Detchd,1969.0,RFn,2,440,TA,TA,156000
756,Gd,TA,No,GLQ,381,Unf,0,348,729,0,0,2,1,3,1,TA,6,Detchd,1999.0,Unf,2,440,TA,TA,172500
757,Gd,TA,Av,GLQ,20,Unf,0,846,866,0,0,2,1,3,1,Gd,7,Attchd,2007.0,RFn,2,578,TA,TA,212000
758,TA,TA,Mn,Rec,438,Unf,0,234,672,0,0,2,1,3,1,TA,6,Attchd,1978.0,Fin,2,440,TA,TA,158900
759,Gd,TA,No,ALQ,549,Unf,0,195,744,0,0,2,1,3,1,TA,6,Detchd,1999.0,Unf,2,440,TA,TA,179400
760,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,0,0,2,1,4,1,Gd,9,Attchd,1995.0,RFn,3,752,TA,TA,290000
761,TA,TA,No,Rec,612,Unf,0,252,864,0,0,1,0,2,1,TA,5,Detchd,2008.0,Unf,1,300,Ex,Ex,127500
